BDE,BN,UIC,CO,PLT,SEC,SQD,Position,PARA,LIN,PERSID,,BDE,BN,UIC,CO,PLT,SEC,SQD,Position,PARA,LIN,PERSID
2CR,1SQN2CR,WASFAA,C,2,B,3,#1 Grenadier,205,,,,2CR,ENG2CR,WBA4AA,B,1,A,2,#2 Combat Engineer,303,,
2CR,1SQN2CR,WASFAA,C,2,B,3,#2 Grenadier,205,,,,2CR,ENG2CR,WBA4AA,B,1,A,2,#3 Combat Engineer,303,,
2CR,1SQN2CR,WASFAA,C,2,B,4,Squad Leader,206,,,,2CR,ENG2CR,WBA4AA,B,1,A,2,#4 Combat Engineer,303,,
2CR,1SQN2CR,WASFAA,C,2,B,4,#1 Machine-Gunner,206,,,,2CR,ENG2CR,WBA4AA,B,1,A,3,Squad Leader,303,,
2CR,1SQN2CR,WASFAA,C,2,B,4,#2 Machine-Gunner,206,,,,2CR,ENG2CR,WBA4AA,B,1,A,3,Vehicle Commander,303,,
2CR,1SQN2CR,WASFAA,C,2,B,4,#1 Assistant Machine/Gunner (M/G),206,,,,2CR,ENG2CR,WBA4AA,B,1,A,3,Vehicle Driver,303,,
2CR,1SQN2CR,WASFAA,C,2,B,4,#2 Assistant Machine/Gunner (M/G),206,,,,2CR,ENG2CR,WBA4AA,B,1,A,3,#1 Team Leader,303,,
2CR,1SQN2CR,WASFAA,C,3,H,H,Platoon Leader,207,,,,2CR,ENG2CR,WBA4AA,B,1,A,3,#2 Team Leader,303,,
2CR,1SQN2CR,WASFAA,C,3,H,H,Platoon Sergeant,207,,,,2CR,ENG2CR,WBA4AA,B,1,A,3,#1 Combat Engineer,303,,
2CR,1SQN2CR,WASFAA,C,3,H,H,Radiotelephone Operator (RATELO),207,,,,2CR,ENG2CR,WBA4AA,B,1,A,3,#2 Combat Engineer,303,,
2CR,1SQN2CR,WASFAA,C,3,A,1,#1 Interim Armored Vehicle (IAV) Commander,208,,,,2CR,ENG2CR,WBA4AA,B,1,A,3,#3 Combat Engineer,303,,
2CR,1SQN2CR,WASFAA,C,3,A,1,#2 Interim Armored Vehicle (IAV) Commander,208,,,,2CR,ENG2CR,WBA4AA,B,1,A,3,#4 Combat Engineer,303,,
2CR,1SQN2CR,WASFAA,C,3,A,2,Interim Armored Vehicle (IAV) Driver,208,,,,2CR,ENG2CR,WBA4AA,B,2,N/A,H,Platoon Leader,304,,
2CR,1SQN2CR,WASFAA,C,3,A,2,Interim Armored Vehicle (IAV) Driver,208,,,,2CR,ENG2CR,WBA4AA,B,2,N/A,H,Vehicle Driver,304,,
2CR,1SQN2CR,WASFAA,C,3,B,3,#3 Interim Armored Vehicle (IAV) Commander,208,,,,2CR,ENG2CR,WBA4AA,B,2,N/A,H,Platoon Sergeant,304,,
2CR,1SQN2CR,WASFAA,C,3,B,3,#4 Interim Armored Vehicle (IAV) Commander,208,,,,2CR,ENG2CR,WBA4AA,B,2,N/A,H,Combat Engineer,304,,
2CR,1SQN2CR,WASFAA,C,3,B,4,Interim Armored Vehicle (IAV) Driver,208,,,,2CR,ENG2CR,WBA4AA,B,2,N/A,H,Bridge Crew Chief,305,,
2CR,1SQN2CR,WASFAA,C,3,B,4,Interim Armored Vehicle (IAV) Driver,208,,,,2CR,ENG2CR,WBA4AA,B,2,N/A,H,Bridge Crewmember,305,,
2CR,1SQN2CR,WASFAA,C,3,A,1,Squad Leader,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,Section Leader,305,,
2CR,1SQN2CR,WASFAA,C,3,A,1,#1 Fire Team Leader,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,Bridge Crewmember,305,,
2CR,1SQN2CR,WASFAA,C,3,A,1,#2 Fire Team Leader,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,Squad Leader,306,,
2CR,1SQN2CR,WASFAA,C,3,A,1,#1 Automatic Rifleman,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,Heavy Vehicle Driver,306,,
2CR,1SQN2CR,WASFAA,C,3,A,1,#2 Automatic Rifleman,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,Heavy Vehicle Driver,306,,
2CR,1SQN2CR,WASFAA,C,3,A,1,#1 Rifleman,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,Heavy Vehicle Driver,306,,
2CR,1SQN2CR,WASFAA,C,3,A,1,#2 Rifleman,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,Heavy Vehicle Driver,306,,
2CR,1SQN2CR,WASFAA,C,3,A,1,#1 Grenadier,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,Heavy Vehicle Driver,306,,
2CR,1SQN2CR,WASFAA,C,3,A,1,#2 Grenadier,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,Horizontal Construction Engineer,306,,
2CR,1SQN2CR,WASFAA,C,3,A,2,Squad Leader,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,Horizontal Construction Engineer,306,,
2CR,1SQN2CR,WASFAA,C,3,A,2,#1 Fire Team Leader,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,Horizontal Construction Engineer,306,,
2CR,1SQN2CR,WASFAA,C,3,A,2,#2 Fire Team Leader,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,#1 Horizontal Construction Sergeant,306,,
2CR,1SQN2CR,WASFAA,C,3,A,2,#1 Automatic Rifleman,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,#2 Horizontal Construction Sergeant,306,,
2CR,1SQN2CR,WASFAA,C,3,A,2,#2 Automatic Rifleman,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,#1 Horizontal Construction Engineer,306,,
2CR,1SQN2CR,WASFAA,C,3,A,2,#1 Rifleman,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,#2 Horizontal Construction Engineer,306,,
2CR,1SQN2CR,WASFAA,C,3,A,2,#2 Rifleman,209,,,,2CR,ENG2CR,WBA4AA,B,2,A,1,#3 Horizontal Construction Engineer,306,,
2CR,1SQN2CR,WASFAA,C,3,A,2,#1 Grenadier,209,,,,2CR,ENG2CR,WBA4AA,B,3,N/A,H,Platoon Leader,307,,
2CR,1SQN2CR,WASFAA,C,3,A,2,#2 Grenadier,209,,,,2CR,ENG2CR,WBA4AA,B,3,N/A,H,Combat Engineer,307,,
2CR,1SQN2CR,WASFAA,C,3,B,3,Squad Leader,210,,,,2CR,ENG2CR,WBA4AA,B,3,N/A,H,Vehicle Driver,307,,
2CR,1SQN2CR,WASFAA,C,3,B,3,#1 Fire Team Leader,210,,,,2CR,ENG2CR,WBA4AA,B,3,N/A,H,Platoon Sergeant,307,,
2CR,1SQN2CR,WASFAA,C,3,B,3,#2 Fire Team Leader,210,,,,2CR,ENG2CR,WBA4AA,B,3,N/A,H,Combat Engineer,307,,
2CR,1SQN2CR,WASFAA,C,3,B,3,#1 Automatic Rifleman,210,,,,2CR,ENG2CR,WBA4AA,B,3,N/A,H,Vehicle Driver,307,,
2CR,1SQN2CR,WASFAA,C,3,B,3,#2 Automatic Rifleman,210,,,,2CR,ENG2CR,WBA4AA,B,3,A,1,Squad Leader,308,,
2CR,1SQN2CR,WASFAA,C,3,B,3,#1 Rifleman,210,,,,2CR,ENG2CR,WBA4AA,B,3,A,1,Combat Engineer,308,,
2CR,1SQN2CR,WASFAA,C,3,B,3,#2 Rifleman,210,,,,2CR,ENG2CR,WBA4AA,B,3,A,1,Vehicle Driver,308,,
2CR,1SQN2CR,WASFAA,C,3,B,3,#1 Grenadier,210,,,,2CR,ENG2CR,WBA4AA,B,3,A,1,Team Leader,308,,
2CR,1SQN2CR,WASFAA,C,3,B,3,#2 Grenadier,210,,,,2CR,ENG2CR,WBA4AA,B,3,A,1,Combat Engineer,308,,
2CR,1SQN2CR,WASFAA,C,3,B,4,Squad Leader,211,,,,2CR,ENG2CR,WBA4AA,B,3,A,1,Vehicle Driver,308,,
2CR,1SQN2CR,WASFAA,C,3,B,4,#1 Machine-Gunner,211,,,,2CR,ENG2CR,WBA4AA,B,3,A,1,Team Leader,308,,
2CR,1SQN2CR,WASFAA,C,3,B,4,#2 Machine-Gunner,211,,,,2CR,ENG2CR,WBA4AA,B,3,A,1,Vehicle Mounted Mine Detector (VMMD) Operator,308,,
2CR,1SQN2CR,WASFAA,C,3,B,4,#1 Assistant Machine/Gunner (M/G),211,,,,2CR,ENG2CR,WBA4AA,B,3,B,2,Squad Leader,309,,
2CR,1SQN2CR,WASFAA,C,3,B,4,#2 Assistant Machine/Gunner (M/G),211,,,,2CR,ENG2CR,WBA4AA,B,3,B,2,Combat Engineer,309,,
2CR,2SQN2CR,WFBVAA,T,H,N/A,H,Commander,101,,,,2CR,ENG2CR,WBA4AA,B,3,B,2,Vehicle Driver,309,,
2CR,2SQN2CR,WFBVAA,T,H,N/A,H,Interim Armored Vehicle (IAV) Commander,101,,,,2CR,ENG2CR,WBA4AA,B,3,B,2,Team Leader,309,,
2CR,2SQN2CR,WFBVAA,T,H,N/A,H,Interim Armored Vehicle (IAV) Driver,101,,,,2CR,ENG2CR,WBA4AA,B,3,B,2,Combat Engineer,309,,
2CR,2SQN2CR,WFBVAA,T,H,N/A,H,Vehicle Driver,101,,,,2CR,ENG2CR,WBA4AA,B,3,B,2,Vehicle Driver,309,,
2CR,2SQN2CR,WFBVAA,T,H,N/A,H,#1 Radiotelephone Operator (RATELO),101,,,,2CR,ENG2CR,WBA4AA,B,3,B,2,Team Leader,309,,
2CR,2SQN2CR,WFBVAA,T,H,N/A,H,Executive Officer (XO),101,,,,2CR,ENG2CR,WBA4AA,B,3,B,2,Vehicle Mounted Mine Detector (VMMD) Operator,309,,
2CR,2SQN2CR,WFBVAA,T,H,N/A,H,#2 Radiotelephone Operator (RATELO),101,,,,2CR,ENG2CR,WBA4AA,C,H,N/A,H,Commander,401,,
2CR,2SQN2CR,WFBVAA,T,H,N/A,H,Command Sergeant Major (CSM),101,,,,2CR,ENG2CR,WBA4AA,C,H,N/A,H,First Sergeant (1SG),401,,
2CR,2SQN2CR,WFBVAA,T,H,N/A,H,Rifleman,101,,,,2CR,ENG2CR,WBA4AA,C,H,N/A,H,Supply Non-commissioned Officer (NCO),401,,
2CR,2SQN2CR,WFBVAA,T,2,N/A,I,S2/Intelligence Staff Officer,102,,,,2CR,ENG2CR,WBA4AA,C,H,N/A,H,Supply Specialist,401,,
2CR,2SQN2CR,WFBVAA,T,2,N/A,I,Intelligence Analyst,102,,,,2CR,ENG2CR,WBA4AA,C,H,,1,#1 Nodal Network System Operator-Maintainer,402,,
2CR,2SQN2CR,WFBVAA,T,2,N/A,I,Tactical Intelligence Officer,102,,,,2CR,ENG2CR,WBA4AA,C,H,,1,#1 Senior Transmission System Operator-Maintainer,402,,
2CR,2SQN2CR,WFBVAA,T,2,N/A,I,Intelligence Sergeant,102,,,,2CR,ENG2CR,WBA4AA,C,H,,1,#2 Senior Transmission System Operator-Maintainer,402,,
2CR,2SQN2CR,WFBVAA,T,2,N/A,I,#1 Intelligence Analyst,102,,,,2CR,ENG2CR,WBA4AA,C,H,,1,Transmission System Operator-Maintainer,402,,
2CR,2SQN2CR,WFBVAA,T,2,N/A,I,#2 Intelligence Analyst,102,,,,2CR,ENG2CR,WBA4AA,C,H,,1,#2 Nodal Network System Operator-Maintainer,402,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,S3/Operations Staff Officer,103,,,,2CR,ENG2CR,WBA4AA,C,H,,1,Transmission System Operator-Maintainer,402,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,Interim Armored Vehicle (IAV) Commander,103,,,,2CR,ENG2CR,WBA4AA,C,H,,1,Transmission System Operator-Maintainer,402,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,Interim Armored Vehicle (IAV) Driver,103,,,,2CR,ENG2CR,WBA4AA,C,H,,2,Team Chief,403,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,Vehicle Driver,103,,,,2CR,ENG2CR,WBA4AA,C,H,,2,Radio Retransmission Operator,403,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,Operations Sergeant,103,,,,2CR,ENG2CR,WBA4AA,C,H,,2,Radio Retransmission Operator,403,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,#1 Assistant S3,103,,,,2CR,ENG2CR,WBA4AA,C,1,,,Platoon Leader,404,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,#2 Assistant S3,103,,,,2CR,ENG2CR,WBA4AA,C,1,,,Platoon Sergeant,404,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,Chemical Biological Radiological Nuclear (CBRN) Officer,103,,,,2CR,ENG2CR,WBA4AA,C,2,,,Platoon Leader,404,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,#1 Assistant Operations Sergeant,103,,,,2CR,ENG2CR,WBA4AA,C,2,,,Platoon Sergeant,404,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,#2 Assistant Operations Sergeant,103,,,,2CR,ENG2CR,WBA4AA,C,1,,,Range Extension Operator,405,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,#3 Assistant Operations Sergeant,103,,,,2CR,ENG2CR,WBA4AA,C,1,,,#1 Nodal Network System Operator-Maintainer,405,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,Chemical Biological Radiological Nuclear (CBRN) Non-commissioned Officer (NCO),103,,,,2CR,ENG2CR,WBA4AA,C,1,,,#1 Satellite Communication (SATCOM) System Operator-Maintainer,405,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,F,Electronic Warfare (EW) Sergeant,104,,,,2CR,ENG2CR,WBA4AA,C,1,,,#2 Nodal Network System Operator-Maintainer,405,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,Interim Armored Vehicle (IAV) Commander,105,,,,2CR,ENG2CR,WBA4AA,C,1,,,#2 Satellite Communication (SATCOM) System Operator-Maintainer,405,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,Interim Armored Vehicle (IAV) Driver,105,,,,2CR,ENG2CR,WBA4AA,C,2,,,Range Extension Operator,406,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,Z,Air Force Staff Officer,105,,,,2CR,ENG2CR,WBA4AA,C,2,,,#1 Nodal Network System Operator-Maintainer,406,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,Z,Air Force Staff Non-commissioned Officer (NCO),105,,,,2CR,ENG2CR,WBA4AA,C,2,,,#1 Satellite Communication (SATCOM) System Operator-Maintainer,406,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,Z,Air Force Staff Enlisted,105,,,,2CR,ENG2CR,WBA4AA,C,2,,,#2 Nodal Network System Operator-Maintainer,406,,
2CR,2SQN2CR,WFBVAA,T,3,N/A,H,Liaison Officer,106,,,,2CR,ENG2CR,WBA4AA,C,2,,,#2 Satellite Communication (SATCOM) System Operator-Maintainer,406,,
2CR,2SQN2CR,WFBVAA,T,1,N/A,A,Personnel Staff Officer/S1,107,,,,2CR,ENG2CR,WBA4AA,C,1,,,Transmission System Operator-Maintainer,407,,
2CR,2SQN2CR,WFBVAA,T,1,N/A,A,Human Resources Specialist,107,,,,2CR,ENG2CR,WBA4AA,C,1,,,Transmission System Operator-Maintainer,407,,
2CR,2SQN2CR,WFBVAA,T,1,N/A,A,Senior Human Resources Sergeant,107,,,,2CR,ENG2CR,WBA4AA,C,1,,,Transmission System Operator-Maintainer,407,,
2CR,2SQN2CR,WFBVAA,T,1,N/A,A,#1 Human Resources Sergeant,107,,,,2CR,ENG2CR,WBA4AA,C,1,,,Senior Transmission System Operator-Maintainer,407,,
2CR,2SQN2CR,WFBVAA,T,1,N/A,A,Paralegal Non-commissioned Officer (NCO),107,,,,2CR,ENG2CR,WBA4AA,C,2,,,Transmission System Operator-Maintainer,407,,
2CR,2SQN2CR,WFBVAA,T,1,N/A,A,#2 Human Resources Sergeant,107,,,,2CR,ENG2CR,WBA4AA,C,2,,,Transmission System Operator-Maintainer,407,,
2CR,2SQN2CR,WFBVAA,T,1,N/A,A,#1 Human Resources Specialist,107,,,,2CR,ENG2CR,WBA4AA,C,2,,,Transmission System Operator-Maintainer,407,,
2CR,2SQN2CR,WFBVAA,T,1,N/A,A,#2 Human Resources Specialist,107,,,,2CR,ENG2CR,WBA4AA,C,2,,,Transmission System Operator-Maintainer,407,,
2CR,2SQN2CR,WFBVAA,T,4,N/A,S,S4/Logistics Staff Officer,108,,,,2CR,ENG2CR,WBA4AA,C,2,,,Senior Transmission System Operator-Maintainer,407,,
2CR,2SQN2CR,WFBVAA,T,4,N/A,S,Supply Specialist,108,,,,2CR,ENG2CR,WBA4AA,C,1,,,Transmission System Operator-Maintainer,407,,
2CR,2SQN2CR,WFBVAA,T,4,N/A,S,Senior Supply Sergeant,108,,,,2CR,ENG2CR,WBA4AA,C,3,A,1,Team Chief,408,,
2CR,2SQN2CR,WFBVAA,T,4,N/A,S,#1 Supply Specialist,108,,,,2CR,ENG2CR,WBA4AA,C,3,A,1,Radio Retransmission Operator,408,,
2CR,2SQN2CR,WFBVAA,T,4,N/A,S,#2 Supply Specialist,108,,,,2CR,ENG2CR,WBA4AA,C,3,A,1,Radio Retransmission Operator,408,,
2CR,2SQN2CR,WFBVAA,T,4,N/A,C,Chaplain,109,,,,2CR,ENG2CR,WBA4AA,C,3,B,2,Team Chief,408,,
2CR,2SQN2CR,WFBVAA,T,4,N/A,C,Religious Affairs Non-commissioned Officer (NCO),109,,,,2CR,ENG2CR,WBA4AA,C,3,B,2,Radio Retransmission Operator,408,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,H,Transmission System Operator-Maintainer,110,,,,2CR,ENG2CR,WBA4AA,C,3,B,2,Radio Retransmission Operator,408,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,H,Nodal Network System Operator-Maintainer,110,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,H,Commander,501,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,H,Communication Staff Officer,110,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,H,Executive Officer (XO),501,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,H,Information Technician Specialist,110,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,H,First Sergeant (1SG),501,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,H,Nodal Network System Operator-Maintainer,110,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,S,Supply Non-commissioned Officer (NCO),501,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,H,Senior Transmission System Operator-Maintainer,110,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,S,Supply Specialist,501,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,H,Section Chief,110,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,I,Intelligence System (IS) Maintenance Technician,502,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,H,Information Technician Specialist,110,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,I,Military Intelligence System Maintainer/Integrator,502,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,H,Signal Information Services (IS) Specialist,110,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,I,#1 Military Intelligence System Maintainer/Integrator,502,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,H,Electromagnetic Spectrum Non-commissioned Officer (NCO),110,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,I,#2 Military Intelligence System Maintainer/Integrator,502,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,H,Signal Support Systems Maintainer,110,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,I,Military Intelligence System Maintainer/Integrator,502,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,1,#1 Radio Retransmission Operator,111,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,I,Equipment Record/Parts Sergeant,502,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,1,#2 Radio Retransmission Operator,111,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,I,#3 Military Intelligence System Maintainer/Integrator,502,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,1,Radio Retransmission Supervisor,111,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,I,#4 Military Intelligence System Maintainer/Integrator,502,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,2,#1 Radio Retransmission Operator,111,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,I,#5 Military Intelligence System Maintainer/Integrator,502,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,2,#2 Radio Retransmission Operator,111,,,,2CR,ENG2CR,WBA4AA,D,H,N/A,I,#6 Military Intelligence System Maintainer/Integrator,502,,
2CR,2SQN2CR,WFBVAA,T,6,N/A,H,Team Chief,111,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,H,Platoon Leader,503,,
2CR,2SQN2CR,WFBVAA,T,H,N/A,H,Commander,112,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,H,Platoon Sergeant,503,,
2CR,2SQN2CR,WFBVAA,T,H,N/A,H,Vehicle Driver,112,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,1,Human Intelligence Collection Technician,504,,
2CR,2SQN2CR,WFBVAA,T,H,N/A,H,Executive Officer (XO),112,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,1,Human Intelligence Collector,504,,
2CR,2SQN2CR,WFBVAA,T,H,N/A,H,First Sergeant (1SG),112,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,1,#1 Human Intelligence Collector,504,,
2CR,2SQN2CR,WFBVAA,T,S,N/A,S,Supply Sergeant,112,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,1,#2 Human Intelligence Collector,504,,
2CR,2SQN2CR,WFBVAA,T,S,N/A,S,Supply Specialist,112,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,2,Signals Intelligence (SIGINT) Analyst,505,,
2CR,2SQN2CR,WFBVAA,T,S,N/A,S,Supply Specialist,112,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,2,Signals Intelligence (SIGINT) Analyst Technician,505,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,H,Platoon Leader,113,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,2,Signals Intelligence (SIGINT) Analyst,505,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,H,Scout Gunner,113,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,2,#1 Signals Intelligence (SIGINT) Analyst,505,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,H,Scout Driver,113,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,2,#2 Signals Intelligence (SIGINT) Analyst,505,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,H,Platoon Sergeant,113,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,2,Cryptologic Linguist,505,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,H,Scout Gunner,113,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,2,Electronic Warfare (EW) Sergeant,505,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,H,Scout Driver,113,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,2,Signals Intelligence (SIGNIT) Analyst Sergeant,505,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,H,#1 Team Leader,113,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,2,#3 Signals Intelligence (SIGINT) Analyst,505,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,H,#2 Team Leader,113,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,3,Imagery Analyst,506,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,H,#1 Scout,113,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,3,Imagery Sergeant,506,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,H,#2 Scout,113,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,3,#1 Imagery Analyst,506,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,H,#3 Scout,113,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,3,#2 Imagery Analyst,506,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,H,#4 Scout,113,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,3,#3 Imagery Analyst,506,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,1,Squad Leader,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,3,#4 Imagery Analyst,506,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,1,Scout Gunner,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,4,#1 All Source Intelligence Technician,507,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,1,Scout Driver,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,4,#2 All Source Intelligence Technician,507,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,1,Team Leader,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,4,Intelligence Analyst,507,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,1,Scout Gunner,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,4,Signals Intelligence (SIGINT) Analyst,507,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,1,Scout Driver,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,4,#1 Intelligence Analyst,507,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,1,Squad Leader,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,4,#2 Intelligence Analyst,507,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,1,Team Leader,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,4,#3 Intelligence Analyst,507,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,1,#1 Scout,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,4,#4 Intelligence Analyst,507,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,1,#2 Scout,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,4,#5 Intelligence Analyst,507,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,1,#3 Scout,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,4,Intelligence Analyst,507,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,1,#4 Scout,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,4,#6 Intelligence Analyst,507,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,2,Squad Leader,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,5,Senior Intelligence Sergeant,508,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,2,Scout Gunner,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,5,#1 Intelligence Sergeant,508,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,2,Scout Driver,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,5,#2 Intelligence Sergeant,508,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,2,Team Leader,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,5,#1 Intelligence Analyst,508,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,2,Scout Gunner,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,5,#2 Intelligence Analyst,508,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,2,Scout Driver,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,5,#3 Intelligence Analyst,508,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,2,Squad Leader,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,5,#4 Intelligence Analyst,508,,
2CR,2SQN2CR,WFBVAA,T,R,N/A,2,Team Leader,114,,,,2CR,ENG2CR,WBA4AA,D,1,N/A,5,#5 Intelligence Analyst,508,,
